id,itemTime,language,trial,antonymPair,scenarioLabel,expressionLabel,expression,answer,RT,engagement,difficulty,comments
A2OQZTSU48GRFG:3DUZQ9U6SNWMXKTYMZJGY4TJROSSV2,1458915450342,English,27,tall,gymnast,neither P nor not-Q,neither tall nor not tall,6,6199,8,1,
A2OQZTSU48GRFG:3DUZQ9U6SNWMXKTYMZJGY4TJROSSV2,1458915455494,English,28,tall,gymnast,neither Q nor not-P,neither short nor not short,6,5148,8,1,
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914729520,english,1,tall,gymnast,neither Q nor not-P,neither short nor not short,10,29582,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914740497,english,2,tall,gymnast,neither P nor not-Q,neither tall nor not tall,10,10869,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914745034,english,3,tall,gymnast,neither P nor Q,neither tall nor short,10,4490,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914779397,english,4,tall,gymnast,not-Q,not short,13,34327,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914787166,english,5,tall,gymnast,Q,short,5,7726,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914798233,english,6,tall,gymnast,not-P ,not tall,7,11011,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914802359,english,7,tall,gymnast,P,tall,14,4088,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914811170,english,8,long,song,neither P nor Q,neither long nor short,7,8775,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914816962,english,9,long,song,not-Q,not short,11,5772,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914823559,english,10,long,song,neither Q nor not-P,neither short nor not short,7,6577,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914828586,english,11,long,song,Q,short,4,5008,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914832493,english,12,long,song,P,long,13,3888,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914837225,english,13,long,song,not-P ,not long,4,4706,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914842076,english,14,long,song,neither P nor not-Q,neither long nor not long,7,4821,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914854081,english,15,tall,NBA,neither P nor Q,neither tall nor short,8,11968,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914862156,english,16,tall,NBA,Q,short,2,8033,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914869509,english,17,tall,NBA,P,tall,14,7334,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914874061,english,18,tall,NBA,not-P ,not tall,7,4530,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914878991,english,19,tall,NBA,neither Q nor not-P,neither short nor not short,7,4892,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914884901,english,20,tall,NBA,not-Q,not short,11,5846,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914888852,english,21,tall,NBA,neither P nor not-Q,neither tall nor not tall,7,3925,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914896142,english,22,long,movie,neither P nor Q,neither long nor short,8,7278,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914902562,english,23,long,movie,not-Q,not short,11,6380,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914915234,english,24,long,movie,not-P ,not long,5,12617,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914920097,english,25,long,movie,neither Q nor not-P,neither short nor not short,8,4837,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914925187,english,26,long,movie,P,long,12,5070,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914932850,english,27,long,movie,Q,short,5,7639,10,7,ty
A3IW9415ZOO0EX:3IKZ72A5B5O0LAF3EOXQHOGRGVWNFX,1458914952840,english,28,long,movie,neither P nor not-Q,neither long nor not long,8,19966,10,7,ty
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912827988,English ,1,tall,NBA,neither Q nor not-P,neither short nor not short,8,17986,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912836295,English ,2,tall,NBA,neither P nor not-Q,neither tall nor not tall,10,8305,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912848286,English ,3,tall,NBA,not-P ,not tall,10,11989,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912857974,English ,4,tall,NBA,P,tall,11,9680,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912868621,English ,5,tall,NBA,not-Q,not short,10,10645,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912883395,English ,6,tall,NBA,Q,short,6,14770,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912892507,English ,7,tall,NBA,neither P nor Q,neither tall nor short,8,9108,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912901671,English ,8,long,song,neither Q nor not-P,neither short nor not short,5,9160,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912908505,English ,9,long,song,neither P nor not-Q,neither long nor not long,5,6831,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912916455,English ,10,long,song,not-Q,not short,8,7948,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912924575,English ,11,long,song,neither P nor Q,neither long nor short,5,8113,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912929261,English ,12,long,song,Q,short,3,4685,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912938751,English ,13,long,song,not-P ,not long,4,9487,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912944899,English ,14,long,song,P,long,8,6145,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912961724,English ,15,long,movie,neither Q nor not-P,neither short nor not short,10,16821,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912969168,English ,16,long,movie,neither P nor not-Q,neither long nor not long,8,7442,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912973796,English ,17,long,movie,P,long,12,4626,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912981618,English ,18,long,movie,not-Q,not short,10,7818,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912987148,English ,19,long,movie,neither P nor Q,neither long nor short,8,5527,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912993601,English ,20,long,movie,Q,short,5,6451,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458912998317,English ,21,long,movie,not-P ,not long,7,4713,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458913050345,English ,22,tall,gymnast,neither Q nor not-P,neither short nor not short,7,52026,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458913055420,English ,23,tall,gymnast,Q,short,3,5072,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458913063245,English ,24,tall,gymnast,not-P ,not tall,4,7823,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458913068248,English ,25,tall,gymnast,not-Q,not short,7,5000,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458913075794,English ,26,tall,gymnast,neither P nor Q,neither tall nor short,5,7545,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458913080316,English ,27,tall,gymnast,P,tall,8,4519,8,2,Thank you 
A2PXJTMWGUE5DC:3OUYGIZWR869RRCQRLRXI6YIA880P2,1458913089719,English ,28,tall,gymnast,neither P nor not-Q,neither tall nor not tall,5,9402,8,2,Thank you 
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923506248,English,1,long,movie,Q,short,8,2680,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923508152,English,2,long,movie,not-Q,not short,6,1899,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923514714,English,3,long,movie,P,long,5,6560,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923517614,English,4,long,movie,neither Q nor not-P,neither short nor not short,4,2897,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923519896,English,5,long,movie,neither P nor Q,neither long nor short,6,2278,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923521847,English,6,long,movie,not-P ,not long,4,1948,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923523589,English,7,long,movie,neither P nor not-Q,neither long nor not long,7,1738,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923525783,English,8,tall,gymnast,neither Q nor not-P,neither short nor not short,8,2190,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923527926,English,9,tall,gymnast,Q,short,7,2137,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923530636,English,10,tall,gymnast,not-P ,not tall,9,2707,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923532746,English,11,tall,gymnast,not-Q,not short,6,2107,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923534282,English,12,tall,gymnast,neither P nor Q,neither tall nor short,7,1534,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923536257,English,13,tall,gymnast,P,tall,5,1972,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923538187,English,14,tall,gymnast,neither P nor not-Q,neither tall nor not tall,8,1927,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923541266,English,15,tall,NBA,P,tall,9,3077,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923542859,English,16,tall,NBA,neither P nor Q,neither tall nor short,7,1589,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923545463,English,17,tall,NBA,Q,short,4,2602,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923547156,English,18,tall,NBA,neither Q nor not-P,neither short nor not short,6,1688,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923549132,English,19,tall,NBA,neither P nor not-Q,neither tall nor not tall,7,1973,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923550793,English,20,tall,NBA,not-P ,not tall,8,1659,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923553232,English,21,tall,NBA,not-Q,not short,9,2435,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923555174,English,22,long,song,neither P nor not-Q,neither long nor not long,5,1939,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923557072,English,23,long,song,not-Q,not short,6,1895,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923558524,English,24,long,song,neither P nor Q,neither long nor short,7,1449,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923561102,English,25,long,song,P,long,4,2575,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923562640,English,26,long,song,Q,short,5,1534,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923564343,English,27,long,song,not-P ,not long,7,1699,8,2,No
ADT6AD3LK64AH:326O153BMJ6ZTKOUUJZH31JXQQFDEN,1458923566214,English,28,long,song,neither Q nor not-P,neither short nor not short,8,1866,8,2,No
