id,itemTime,language,trial,antonymPair,scenarioLabel,expressionLabel,expression,predicateType,minValue,maxValue,startingValue,answer,naturalness,RT,engagement,difficulty,comments
A3UV55HC87DO9C:3V0Z7YWSIZ8TSLC0SK4A7MGFT1AV2X,1459371492586,English,6,tall,US male,P and not-P,tall and not tall,individual,48,96,70,69,2,11928,10,0,
AU7RK2T2CMUBV:3K4J6M3CXF1ZFRH9G4Y3D3W3IAFAGV,1459371051808,english,1,fast,car,not-Q,not slow,stage,0,120,15,45,3,29404,9,3,
AU7RK2T2CMUBV:3K4J6M3CXF1ZFRH9G4Y3D3W3IAFAGV,1459371081223,english,2,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,77,120,5,29413,9,3,
AU7RK2T2CMUBV:3K4J6M3CXF1ZFRH9G4Y3D3W3IAFAGV,1459371113775,english,3,full,band,Q and not-Q,empty and not empty,stage,0,1200,541,521,1,32551,9,3,
AU7RK2T2CMUBV:3K4J6M3CXF1ZFRH9G4Y3D3W3IAFAGV,1459371135135,english,4,expensive,laptop,P,expensive,individual,50,4000,3137,2525,7,21359,9,3,
AU7RK2T2CMUBV:3K4J6M3CXF1ZFRH9G4Y3D3W3IAFAGV,1459371156886,english,5,tall,US male,Q,short,individual,48,96,54,65,7,21750,9,3,
AU7RK2T2CMUBV:3K4J6M3CXF1ZFRH9G4Y3D3W3IAFAGV,1459371172223,english,6,hot,bath,neither P nor not-P,neither hot nor not hot,stage,32,212,104,90,1,15336,9,3,
A1BHINLXH3E2GJ:3C2NJ6JBKBPGKG3RQTIJX5M27Y92NO,1459372233455,english,1,fast,car,Q,slow,stage,0,120,101,15,5,27483,7,2,
A1BHINLXH3E2GJ:3C2NJ6JBKBPGKG3RQTIJX5M27Y92NO,1459372253007,english,2,tall,US male,Q and not-Q,short and not short,individual,48,96,60,67,7,19552,7,2,
A1BHINLXH3E2GJ:3C2NJ6JBKBPGKG3RQTIJX5M27Y92NO,1459372268454,english,3,hot,bath,P and not-P,hot and not hot,stage,32,212,117,83,7,15447,7,2,
A1BHINLXH3E2GJ:3C2NJ6JBKBPGKG3RQTIJX5M27Y92NO,1459372298969,english,4,expensive,laptop,not-P ,not expensive,individual,50,4000,109,182,7,30515,7,2,
A1BHINLXH3E2GJ:3C2NJ6JBKBPGKG3RQTIJX5M27Y92NO,1459372323309,english,5,full,band,neither P nor not-P,neither full nor not full,stage,0,1200,673,600,3,24340,7,2,
A1BHINLXH3E2GJ:3C2NJ6JBKBPGKG3RQTIJX5M27Y92NO,1459372336823,english,6,long,movie,not-Q,not short,individual,50,240,143,141,6,13514,7,2,
AL5ERA3MBN2U3:3QBD8R3Z22R85FIQVM1K59J5HMMO4X,1459398941909,English,1,long,movie,Q,short,individual,50,240,217,70,6,19152,10,3,
AL5ERA3MBN2U3:3QBD8R3Z22R85FIQVM1K59J5HMMO4X,1459398962154,English,2,fast,car,P and not-P,fast and not fast,stage,0,120,81,69,2,20237,10,3,
AL5ERA3MBN2U3:3QBD8R3Z22R85FIQVM1K59J5HMMO4X,1459398987902,English,3,full,band,not-P ,not full,stage,0,1200,239,468,4,25739,10,3,
AL5ERA3MBN2U3:3QBD8R3Z22R85FIQVM1K59J5HMMO4X,1459399010004,English,4,expensive,laptop,neither Q nor not-Q,neither cheap nor not cheap,individual,50,4000,3812,842,2,22095,10,3,
AL5ERA3MBN2U3:3QBD8R3Z22R85FIQVM1K59J5HMMO4X,1459399023825,English,5,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,159,98,4,13804,10,3,
AL5ERA3MBN2U3:3QBD8R3Z22R85FIQVM1K59J5HMMO4X,1459399038098,English,6,tall,US male,P,tall,individual,48,96,75,74,7,14253,10,3,
A26TY8FHMJ183C:3NJM2BJS4XETLJ7631KHD70JJ4SPCL,1459379463439,English,1,tall,US male,P,tall,individual,48,96,59,77,7,8943,7,0,
A26TY8FHMJ183C:3NJM2BJS4XETLJ7631KHD70JJ4SPCL,1459379473840,English,2,long,movie,not-P ,not long,individual,50,240,105,90,4,10400,7,0,
A26TY8FHMJ183C:3NJM2BJS4XETLJ7631KHD70JJ4SPCL,1459379490393,English,3,fast,car,not-Q,not slow,stage,0,120,46,78,1,16553,7,0,
A26TY8FHMJ183C:3NJM2BJS4XETLJ7631KHD70JJ4SPCL,1459379502057,English,4,expensive,laptop,Q,cheap,individual,50,4000,1501,451,6,11664,7,0,
A26TY8FHMJ183C:3NJM2BJS4XETLJ7631KHD70JJ4SPCL,1459379514315,English,5,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,51,75,1,12257,7,0,
A26TY8FHMJ183C:3NJM2BJS4XETLJ7631KHD70JJ4SPCL,1459379524651,English,6,full,band,P and not-P,full and not full,stage,0,1200,1121,537,1,10336,7,0,
A2NFKOH8HAAL1P:37WLF8U1WQY3UB1PGI26VQMAT8G6KE,1459391531381,English,1,hot,bath,not-P ,not hot,stage,32,212,170,110,5,27235,10,1,
A2NFKOH8HAAL1P:37WLF8U1WQY3UB1PGI26VQMAT8G6KE,1459391551510,English,2,fast,car,neither P nor not-P,neither fast nor not fast,stage,0,120,18,43,2,20123,10,1,
A2NFKOH8HAAL1P:37WLF8U1WQY3UB1PGI26VQMAT8G6KE,1459391570165,English,3,long,movie,Q,short,individual,50,240,180,102,7,18649,10,1,
A2NFKOH8HAAL1P:37WLF8U1WQY3UB1PGI26VQMAT8G6KE,1459391595420,English,4,expensive,laptop,not-Q,not cheap,individual,50,4000,71,996,6,25250,10,1,
A2NFKOH8HAAL1P:37WLF8U1WQY3UB1PGI26VQMAT8G6KE,1459391621541,English,5,full,band,neither P nor Q,neither full nor empty,stage,0,1200,726,621,3,26116,10,1,
A2NFKOH8HAAL1P:37WLF8U1WQY3UB1PGI26VQMAT8G6KE,1459391644443,English,6,tall,US male,P and not-P,tall and not tall,individual,48,96,55,72,1,22897,10,1,
AU7Y8NQGO8KFQ:3ZWFC4W1UVFL087V7VE7Q8L1HZCFRI,1459388490463,English,1,hot,bath,Q,cold,stage,32,212,65,95,6,47365,7,3,
AU7Y8NQGO8KFQ:3ZWFC4W1UVFL087V7VE7Q8L1HZCFRI,1459388527637,English,2,long,movie,Q and not-Q,short and not short,individual,50,240,63,90,1,37174,7,3,
AU7Y8NQGO8KFQ:3ZWFC4W1UVFL087V7VE7Q8L1HZCFRI,1459388559174,English,3,fast,car,not-P ,not fast,stage,0,120,30,31,1,31537,7,3,
AU7Y8NQGO8KFQ:3ZWFC4W1UVFL087V7VE7Q8L1HZCFRI,1459388595789,English,4,expensive,laptop,not-Q,not cheap,individual,50,4000,1122,603,6,36615,7,3,
AU7Y8NQGO8KFQ:3ZWFC4W1UVFL087V7VE7Q8L1HZCFRI,1459388636677,English,5,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,436,600,1,40878,7,3,
AU7Y8NQGO8KFQ:3ZWFC4W1UVFL087V7VE7Q8L1HZCFRI,1459388661474,English,6,tall,US male,P and not-P,tall and not tall,individual,48,96,74,71,1,24787,7,3,
A3AEQ1XAW2MCD1:3WT783CTPCPRHP6WKW2GINVU20GBCP,1459384090953,English,1,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,948,506,5,38814,6,0,"No, but thank you!"
A3AEQ1XAW2MCD1:3WT783CTPCPRHP6WKW2GINVU20GBCP,1459384110695,English,2,fast,car,neither P nor not-P,neither fast nor not fast,stage,0,120,29,45,7,19739,6,0,"No, but thank you!"
A3AEQ1XAW2MCD1:3WT783CTPCPRHP6WKW2GINVU20GBCP,1459384141009,English,3,full,band,not-P ,not full,stage,0,1200,908,250,3,30312,6,0,"No, but thank you!"
A3AEQ1XAW2MCD1:3WT783CTPCPRHP6WKW2GINVU20GBCP,1459384160055,English,4,tall,US male,Q and not-Q,short and not short,individual,48,96,73,66,6,19044,6,0,"No, but thank you!"
A3AEQ1XAW2MCD1:3WT783CTPCPRHP6WKW2GINVU20GBCP,1459384190591,English,5,long,movie,P,long,individual,50,240,82,150,3,30535,6,0,"No, but thank you!"
A3AEQ1XAW2MCD1:3WT783CTPCPRHP6WKW2GINVU20GBCP,1459384207975,English,6,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,88,76,4,17382,6,0,"No, but thank you!"
A3DRKJIAWYMA9F:3ZAK8W07I5MMJWKM87QRSCLHIU7U09,1459349369093,English,1,tall,US male,neither P nor not-P,neither tall nor not tall,individual,48,96,60,69,7,8644,7,7,
A3DRKJIAWYMA9F:3ZAK8W07I5MMJWKM87QRSCLHIU7U09,1459349378148,English,2,expensive,laptop,not-P ,not expensive,individual,50,4000,1152,355,6,9054,7,7,
A3DRKJIAWYMA9F:3ZAK8W07I5MMJWKM87QRSCLHIU7U09,1459349390697,English,3,fast,car,P,fast,stage,0,120,117,100,6,12547,7,7,
A3DRKJIAWYMA9F:3ZAK8W07I5MMJWKM87QRSCLHIU7U09,1459349403738,English,4,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,222,95,1,13040,7,7,
A3DRKJIAWYMA9F:3ZAK8W07I5MMJWKM87QRSCLHIU7U09,1459349427694,English,5,hot,bath,not-Q,not cold,stage,32,212,54,105,7,23952,7,7,
A3DRKJIAWYMA9F:3ZAK8W07I5MMJWKM87QRSCLHIU7U09,1459349444313,English,6,full,band,neither P nor Q,neither full nor empty,stage,0,1200,1027,1200,4,16615,7,7,
AGRKG3YT3KMD8:3JV9LGBJWUMOHVBAQN3LEYG87RSGO9,1459389207923,English,1,expensive,laptop,P,expensive,individual,50,4000,3216,3000,7,16866,7,2,
AGRKG3YT3KMD8:3JV9LGBJWUMOHVBAQN3LEYG87RSGO9,1459389228883,English,2,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,116,75,2,20941,7,2,
AGRKG3YT3KMD8:3JV9LGBJWUMOHVBAQN3LEYG87RSGO9,1459389241752,English,3,long,movie,Q and not-Q,short and not short,individual,50,240,222,80,3,12861,7,2,
AGRKG3YT3KMD8:3JV9LGBJWUMOHVBAQN3LEYG87RSGO9,1459389252904,English,4,tall,US male,not-P ,not tall,individual,48,96,50,67,3,11144,7,2,
AGRKG3YT3KMD8:3JV9LGBJWUMOHVBAQN3LEYG87RSGO9,1459389267630,English,5,fast,car,Q,slow,stage,0,120,34,30,7,14717,7,2,
AGRKG3YT3KMD8:3JV9LGBJWUMOHVBAQN3LEYG87RSGO9,1459389283326,English,6,full,band,not-Q,not empty,stage,0,1200,500,600,7,15690,7,2,
A2FPCCVXZWHGZF:35H6S234SB80CSGM9VY0T13SWIB56I,1459370947032,English,1,long,movie,not-Q,not short,individual,50,240,200,192,7,22751,8,4,
A2FPCCVXZWHGZF:35H6S234SB80CSGM9VY0T13SWIB56I,1459370980951,English,2,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,76,614,4,33916,8,4,
A2FPCCVXZWHGZF:35H6S234SB80CSGM9VY0T13SWIB56I,1459370992832,English,3,hot,bath,not-P ,not hot,stage,32,212,192,57,1,11880,8,4,
A2FPCCVXZWHGZF:35H6S234SB80CSGM9VY0T13SWIB56I,1459371004394,English,4,fast,car,neither P nor not-P,neither fast nor not fast,stage,0,120,19,40,6,11561,8,4,
A2FPCCVXZWHGZF:35H6S234SB80CSGM9VY0T13SWIB56I,1459371014762,English,5,tall,US male,P,tall,individual,48,96,83,74,6,10367,8,4,
A2FPCCVXZWHGZF:35H6S234SB80CSGM9VY0T13SWIB56I,1459371025488,English,6,expensive,laptop,neither P nor Q,neither expensive nor cheap,individual,50,4000,71,358,7,10725,8,4,
A2M3LVBUZLN8MO:3WAKVUDHUXO017K6T6B07RV4QAO7U1,1459378184832,English,1,fast,car,neither P nor Q,neither fast nor slow,stage,0,120,80,30,6,22372,9,2,Very interesting study!
A2M3LVBUZLN8MO:3WAKVUDHUXO017K6T6B07RV4QAO7U1,1459378198883,English,2,long,movie,P and not-P,long and not long,individual,50,240,216,90,3,14051,9,2,Very interesting study!
A2M3LVBUZLN8MO:3WAKVUDHUXO017K6T6B07RV4QAO7U1,1459378213683,English,3,expensive,laptop,neither P nor not-P,neither expensive nor not expensive,individual,50,4000,1556,404,4,14800,9,2,Very interesting study!
A2M3LVBUZLN8MO:3WAKVUDHUXO017K6T6B07RV4QAO7U1,1459378254996,English,4,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,476,603,5,41313,9,2,Very interesting study!
A2M3LVBUZLN8MO:3WAKVUDHUXO017K6T6B07RV4QAO7U1,1459378271825,English,5,hot,bath,Q and not-Q,cold and not cold,stage,32,212,47,50,3,16814,9,2,Very interesting study!
A2M3LVBUZLN8MO:3WAKVUDHUXO017K6T6B07RV4QAO7U1,1459378282412,English,6,tall,US male,not-Q,not short,individual,48,96,72,74,6,10587,9,2,Very interesting study!
A27HVVLSZZ13XK:3S3AMIZX3VDKWM4GYSTMDDJU5LJCDO,1459370810289,English,1,hot,bath,Q,cold,stage,32,212,72,68,7,32359,8,2,
A27HVVLSZZ13XK:3S3AMIZX3VDKWM4GYSTMDDJU5LJCDO,1459370858806,English,2,long,movie,P and not-P,long and not long,individual,50,240,231,150,3,48516,8,2,
A27HVVLSZZ13XK:3S3AMIZX3VDKWM4GYSTMDDJU5LJCDO,1459370874737,English,3,expensive,laptop,P,expensive,individual,50,4000,976,1705,7,15930,8,2,
A27HVVLSZZ13XK:3S3AMIZX3VDKWM4GYSTMDDJU5LJCDO,1459370896869,English,4,tall,US male,neither P nor not-P,neither tall nor not tall,individual,48,96,72,71,5,22130,8,2,
A27HVVLSZZ13XK:3S3AMIZX3VDKWM4GYSTMDDJU5LJCDO,1459370914605,English,5,fast,car,Q and not-Q,slow and not slow,stage,0,120,99,35,4,17735,8,2,
A27HVVLSZZ13XK:3S3AMIZX3VDKWM4GYSTMDDJU5LJCDO,1459370947165,English,6,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,420,200,5,32559,8,2,
A2WQTSU6SSBUWC:3M23Y66PO3F1IUEXLRB8MCDKA09S6T,1459350553943,English,1,expensive,laptop,not-P ,not expensive,individual,50,4000,2605,298,7,19858,8,0,no
A2WQTSU6SSBUWC:3M23Y66PO3F1IUEXLRB8MCDKA09S6T,1459350569173,English,2,full,band,neither P nor Q,neither full nor empty,stage,0,1200,175,40,7,15229,8,0,no
A2WQTSU6SSBUWC:3M23Y66PO3F1IUEXLRB8MCDKA09S6T,1459350579149,English,3,tall,US male,neither P nor not-P,neither tall nor not tall,individual,48,96,71,69,2,9974,8,0,no
A2WQTSU6SSBUWC:3M23Y66PO3F1IUEXLRB8MCDKA09S6T,1459350592316,English,4,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,131,129,2,13167,8,0,no
A2WQTSU6SSBUWC:3M23Y66PO3F1IUEXLRB8MCDKA09S6T,1459350605485,English,5,fast,car,Q and not-Q,slow and not slow,stage,0,120,74,45,2,13167,8,0,no
A2WQTSU6SSBUWC:3M23Y66PO3F1IUEXLRB8MCDKA09S6T,1459350617340,English,6,hot,bath,Q,cold,stage,32,212,80,70,7,11854,8,0,no
A3KHBRDIP0E72S:37TRT2X24RZEP3C2UOJ25R8PSKHBJV,1459372004234,English,1,tall,US male,neither P nor not-P,neither tall nor not tall,individual,48,96,67,71,2,13305,5,0,
A3KHBRDIP0E72S:37TRT2X24RZEP3C2UOJ25R8PSKHBJV,1459372016521,English,2,long,movie,P,long,individual,50,240,83,140,6,12286,5,0,
A3KHBRDIP0E72S:37TRT2X24RZEP3C2UOJ25R8PSKHBJV,1459372026273,English,3,fast,car,neither P nor Q,neither fast nor slow,stage,0,120,78,60,5,9751,5,0,
A3KHBRDIP0E72S:37TRT2X24RZEP3C2UOJ25R8PSKHBJV,1459372044049,English,4,full,band,Q,empty,stage,0,1200,978,676,7,17775,5,0,
A3KHBRDIP0E72S:37TRT2X24RZEP3C2UOJ25R8PSKHBJV,1459372059905,English,5,hot,bath,not-P ,not hot,stage,32,212,206,96,6,15856,5,0,
A3KHBRDIP0E72S:37TRT2X24RZEP3C2UOJ25R8PSKHBJV,1459372073761,English,6,expensive,laptop,neither Q nor not-Q,neither cheap nor not cheap,individual,50,4000,1007,863,6,13856,5,0,
A3AT9S1CF9QV4K:3DL65MZB8ENPOSIGUN46JV1F5XKCEH,1459370820000,English,1,expensive,laptop,P,expensive,individual,50,4000,281,1956,7,26311,8,0,
A3AT9S1CF9QV4K:3DL65MZB8ENPOSIGUN46JV1F5XKCEH,1459370846349,English,2,hot,bath,neither P nor Q,neither hot nor cold,stage,32,212,147,71,6,26333,8,0,
A3AT9S1CF9QV4K:3DL65MZB8ENPOSIGUN46JV1F5XKCEH,1459370858946,English,3,tall,US male,not-P ,not tall,individual,48,96,73,68,6,12597,8,0,
A3AT9S1CF9QV4K:3DL65MZB8ENPOSIGUN46JV1F5XKCEH,1459370873588,English,4,fast,car,not-Q,not slow,stage,0,120,51,55,7,14642,8,0,
A3AT9S1CF9QV4K:3DL65MZB8ENPOSIGUN46JV1F5XKCEH,1459370906703,English,5,full,band,P and not-P,full and not full,stage,0,1200,831,891,5,33115,8,0,
A3AT9S1CF9QV4K:3DL65MZB8ENPOSIGUN46JV1F5XKCEH,1459370919179,English,6,long,movie,Q,short,individual,50,240,164,109,6,12476,8,0,
A3T7N805PVNEXN:3TXD01ZLD5P3IK2NR8DT4FBUZ814UH,1459378053916,english,1,fast,car,not-Q,not slow,stage,0,120,2,85,6,12061,7,1,
A3T7N805PVNEXN:3TXD01ZLD5P3IK2NR8DT4FBUZ814UH,1459378069843,english,2,expensive,laptop,neither Q nor not-Q,neither cheap nor not cheap,individual,50,4000,1617,548,2,15926,7,1,
A3T7N805PVNEXN:3TXD01ZLD5P3IK2NR8DT4FBUZ814UH,1459378077435,english,3,long,movie,Q and not-Q,short and not short,individual,50,240,87,90,1,7591,7,1,
A3T7N805PVNEXN:3TXD01ZLD5P3IK2NR8DT4FBUZ814UH,1459378087892,english,4,tall,US male,P,tall,individual,48,96,49,78,7,10454,7,1,
A3T7N805PVNEXN:3TXD01ZLD5P3IK2NR8DT4FBUZ814UH,1459378101107,english,5,full,band,neither P nor Q,neither full nor empty,stage,0,1200,284,700,5,13214,7,1,
A3T7N805PVNEXN:3TXD01ZLD5P3IK2NR8DT4FBUZ814UH,1459378112939,english,6,hot,bath,not-P ,not hot,stage,32,212,184,68,2,11831,7,1,
A3H6E9E6A0LMT8:34Z02EIMITL7JJ5X820HNGZFZIKT05,1459389127421,english,1,tall,US male,not-Q,not short,individual,48,96,69,70,4,22245,8,0,
A3H6E9E6A0LMT8:34Z02EIMITL7JJ5X820HNGZFZIKT05,1459389148856,english,2,full,band,neither Q nor not-Q,neither empty nor not empty,stage,0,1200,286,695,4,21433,8,0,
A3H6E9E6A0LMT8:34Z02EIMITL7JJ5X820HNGZFZIKT05,1459389176037,english,3,long,movie,P and not-P,long and not long,individual,50,240,58,136,2,27179,8,0,
A3H6E9E6A0LMT8:34Z02EIMITL7JJ5X820HNGZFZIKT05,1459389187330,english,4,hot,bath,Q,cold,stage,32,212,32,32,7,11291,8,0,
A3H6E9E6A0LMT8:34Z02EIMITL7JJ5X820HNGZFZIKT05,1459389198950,english,5,fast,car,not-P ,not fast,stage,0,120,88,20,2,11618,8,0,
A3H6E9E6A0LMT8:34Z02EIMITL7JJ5X820HNGZFZIKT05,1459389213097,english,6,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,2552,1495,2,14145,8,0,
A30AFC17LLJFV6:3KXIR214I5OUY8TL8O3NYWG2GF442H,1459349608200,english,1,hot,bath,not-P ,not hot,stage,32,212,123,80,5,34947,7,1,no
A30AFC17LLJFV6:3KXIR214I5OUY8TL8O3NYWG2GF442H,1459349629877,english,2,fast,car,neither Q nor not-Q,neither slow nor not slow,stage,0,120,23,30,3,21673,7,1,no
A30AFC17LLJFV6:3KXIR214I5OUY8TL8O3NYWG2GF442H,1459349653503,english,3,full,band,Q and not-Q,empty and not empty,stage,0,1200,819,149,2,23622,7,1,no
A30AFC17LLJFV6:3KXIR214I5OUY8TL8O3NYWG2GF442H,1459349667398,english,4,expensive,laptop,P and not-P,expensive and not expensive,individual,50,4000,3188,833,2,13893,7,1,no
A30AFC17LLJFV6:3KXIR214I5OUY8TL8O3NYWG2GF442H,1459349681906,english,5,tall,US male,neither P nor Q,neither tall nor short,individual,48,96,79,70,5,14505,7,1,no
A30AFC17LLJFV6:3KXIR214I5OUY8TL8O3NYWG2GF442H,1459349702254,english,6,long,movie,not-Q,not short,individual,50,240,73,151,7,20345,7,1,no
A2WF8JGMNB4UEN:308Q0PEVB9LZ6ZDZEMK62KYZR5XI9O,1459386579384,English,1,full,band,neither P nor not-P,neither full nor not full,stage,0,1200,1136,803,1,22582,10,5,
A2WF8JGMNB4UEN:308Q0PEVB9LZ6ZDZEMK62KYZR5XI9O,1459386590382,English,2,tall,US male,P and not-P,tall and not tall,individual,48,96,51,69,1,10982,10,5,
A2WF8JGMNB4UEN:308Q0PEVB9LZ6ZDZEMK62KYZR5XI9O,1459386605290,English,3,expensive,laptop,P,expensive,individual,50,4000,3985,2002,7,14886,10,5,
A2WF8JGMNB4UEN:308Q0PEVB9LZ6ZDZEMK62KYZR5XI9O,1459386615981,English,4,fast,car,neither P nor Q,neither fast nor slow,stage,0,120,97,35,2,10677,10,5,
A2WF8JGMNB4UEN:308Q0PEVB9LZ6ZDZEMK62KYZR5XI9O,1459386627696,English,5,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,78,55,1,11701,10,5,
A2WF8JGMNB4UEN:308Q0PEVB9LZ6ZDZEMK62KYZR5XI9O,1459386641134,English,6,hot,bath,not-P ,not hot,stage,32,212,122,69,7,13422,10,5,
A3P5WIW36V70AI:339ANSOTR6AJNVWQIJBVSTCF2XQKIX,1459349860725,English,1,tall,US male,Q and not-Q,short and not short,individual,48,96,75,68,2,14871,6,0,
A3P5WIW36V70AI:339ANSOTR6AJNVWQIJBVSTCF2XQKIX,1459349873038,English,2,fast,car,neither P nor Q,neither fast nor slow,stage,0,120,117,45,6,12311,6,0,
A3P5WIW36V70AI:339ANSOTR6AJNVWQIJBVSTCF2XQKIX,1459349893011,English,3,hot,bath,P and not-P,hot and not hot,stage,32,212,178,83,2,19971,6,0,
A3P5WIW36V70AI:339ANSOTR6AJNVWQIJBVSTCF2XQKIX,1459349909434,English,4,expensive,laptop,neither P nor not-P,neither expensive nor not expensive,individual,50,4000,3926,354,7,16421,6,0,
A3P5WIW36V70AI:339ANSOTR6AJNVWQIJBVSTCF2XQKIX,1459349926508,English,5,long,movie,neither Q nor not-Q,neither short nor not short,individual,50,240,158,107,2,17072,6,0,
A3P5WIW36V70AI:339ANSOTR6AJNVWQIJBVSTCF2XQKIX,1459349938187,English,6,full,band,P,full,stage,0,1200,902,1200,7,11677,6,0,
A2IUT0610X9CV0:3N4BPTXIO90OWMRQC009BW0QWUNUKT,1459370887649,English,1,tall,US male,Q and not-Q,short and not short,individual,48,96,80,67,4,14961,5,5,
A2IUT0610X9CV0:3N4BPTXIO90OWMRQC009BW0QWUNUKT,1459370902003,English,2,long,movie,P and not-P,long and not long,individual,50,240,124,139,4,14340,5,5,
A2IUT0610X9CV0:3N4BPTXIO90OWMRQC009BW0QWUNUKT,1459370914614,English,3,fast,car,not-P ,not fast,stage,0,120,48,71,6,12605,5,5,
A2IUT0610X9CV0:3N4BPTXIO90OWMRQC009BW0QWUNUKT,1459370934100,English,4,full,band,not-Q,not empty,stage,0,1200,166,105,2,19482,5,5,
A2IUT0610X9CV0:3N4BPTXIO90OWMRQC009BW0QWUNUKT,1459370945828,English,5,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,198,112,4,11723,5,5,
A2IUT0610X9CV0:3N4BPTXIO90OWMRQC009BW0QWUNUKT,1459370954577,English,6,expensive,laptop,neither P nor not-P,neither expensive nor not expensive,individual,50,4000,3931,1426,2,8737,5,5,
AB0XZHE3OKXQR:351SEKWQS1PX58G7BHN0G9O6ZZXDMH,1459389174634,english,1,long,movie,not-Q,not short,individual,50,240,79,135,3,12890,10,0,no
AB0XZHE3OKXQR:351SEKWQS1PX58G7BHN0G9O6ZZXDMH,1459389189789,english,2,expensive,laptop,neither P nor not-P,neither expensive nor not expensive,individual,50,4000,1394,499,1,15154,10,0,no
AB0XZHE3OKXQR:351SEKWQS1PX58G7BHN0G9O6ZZXDMH,1459389201363,english,3,fast,car,not-P ,not fast,stage,0,120,4,50,3,11573,10,0,no
AB0XZHE3OKXQR:351SEKWQS1PX58G7BHN0G9O6ZZXDMH,1459389217406,english,4,full,band,Q and not-Q,empty and not empty,stage,0,1200,677,151,1,16042,10,0,no
AB0XZHE3OKXQR:351SEKWQS1PX58G7BHN0G9O6ZZXDMH,1459389228320,english,5,tall,US male,P and not-P,tall and not tall,individual,48,96,77,72,1,10913,10,0,no
AB0XZHE3OKXQR:351SEKWQS1PX58G7BHN0G9O6ZZXDMH,1459389248653,english,6,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,40,68,1,20332,10,0,no
AR5E0ZVWKJA95:3137ONMDKHD254YLW90P9MMU3PNGE6,1459392036536,English,1,tall,US male,not-Q,not short,individual,48,96,79,74,6,13769,8,0,Thank you for allowing me to participate.
AR5E0ZVWKJA95:3137ONMDKHD254YLW90P9MMU3PNGE6,1459392044143,English,2,fast,car,P,fast,stage,0,120,86,78,6,7606,8,0,Thank you for allowing me to participate.
AR5E0ZVWKJA95:3137ONMDKHD254YLW90P9MMU3PNGE6,1459392057159,English,3,full,band,Q and not-Q,empty and not empty,stage,0,1200,233,327,2,13013,8,0,Thank you for allowing me to participate.
AR5E0ZVWKJA95:3137ONMDKHD254YLW90P9MMU3PNGE6,1459392073182,English,4,long,movie,neither P nor Q,neither long nor short,individual,50,240,88,100,5,16022,8,0,Thank you for allowing me to participate.
AR5E0ZVWKJA95:3137ONMDKHD254YLW90P9MMU3PNGE6,1459392089102,English,5,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,39,83,4,15919,8,0,Thank you for allowing me to participate.
AR5E0ZVWKJA95:3137ONMDKHD254YLW90P9MMU3PNGE6,1459392101606,English,6,expensive,laptop,not-P ,not expensive,individual,50,4000,759,779,5,12501,8,0,Thank you for allowing me to participate.
A18SXC3JEN1O0U:3E1QT0TDFQHZSUUP9UES2O3O7XWI8C,1459348695332,english,1,expensive,laptop,Q and not-Q,cheap and not cheap,individual,50,4000,2028,2014,1,31437,8,2,
A18SXC3JEN1O0U:3E1QT0TDFQHZSUUP9UES2O3O7XWI8C,1459348738599,english,2,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,157,97,6,43250,8,2,
A18SXC3JEN1O0U:3E1QT0TDFQHZSUUP9UES2O3O7XWI8C,1459348756232,english,3,tall,US male,P,tall,individual,48,96,86,74,7,17625,8,2,
A18SXC3JEN1O0U:3E1QT0TDFQHZSUUP9UES2O3O7XWI8C,1459348775199,english,4,fast,car,not-P ,not fast,stage,0,120,50,55,7,18945,8,2,
A18SXC3JEN1O0U:3E1QT0TDFQHZSUUP9UES2O3O7XWI8C,1459348805717,english,5,full,band,Q,empty,stage,0,1200,689,155,5,30501,8,2,
A18SXC3JEN1O0U:3E1QT0TDFQHZSUUP9UES2O3O7XWI8C,1459348842630,english,6,long,movie,not-Q,not short,individual,50,240,92,120,6,36896,8,2,
A1B4WL7N3ACF2T:3GS6S824SR52WW1Y4D7QLC2RB5FWNB,1459395876001,English,1,hot,bath,neither Q nor not-Q,neither cold nor not cold,stage,32,212,61,93,4,13444,10,0,
A1B4WL7N3ACF2T:3GS6S824SR52WW1Y4D7QLC2RB5FWNB,1459395889824,English,2,tall,US male,P and not-P,tall and not tall,individual,48,96,89,73,5,13823,10,0,
